restaurant_external_id,summary,representative_menu,mood_summary,parking_summary,waiting_summary,average_trust_score,has_analysis
kakao_11520636,"성균관대 앞에서 오래 사랑받는 이란·인도식 커리 맛집으로, 통닭카레와 케밥, 난, 라이스케이크 조합이 특히 많이 언급되며 양이 푸짐하고 맵기 조절이 가능하다는 평가가 많습니다. 직원 친절, 재방문 의사, 데이트나 가족·친구 식사에 좋다는 후기가 많지만 인기 있는 시간대에는 대기가 잦고 음식 조리에 시간이 걸린다는 리뷰도 있습니다.",통닭정식 | 통닭카레 | 치킨커리 | 양고기케밥 | 양고기카레 | 버터난 | 치즈난 | 라이스케이크 | 사랑세트 | 시금치카레 | 라씨 | 자프란 아이스크림,"중동·이란·인도 현지 느낌의 이국적인 인테리어와 독특한 분위기가 강하게 언급되며, 아늑해서 데이트, 가족 식사, 친구와의 식사에 좋다는 평가가 있습니다. 대학가 근처라 젊은 손님이 많고 인테리어를 구경하는 재미가 있다는 후기도 있습니다.",,"대기가 있는 편이라는 리뷰가 많으며, 브레이크타임 직후나 오픈런에는 바로 앉거나 비교적 여유로웠다는 후기도 있습니다. 토요일·공휴일에는 10분, 30분 이상, 1시간 정도 기다렸다는 언급이 있고, 음식은 조리 특성상 주문 후 20~30분가량 기다린다는 리뷰가 있습니다.",31.8,True
kakao_1321651616,"데리야끼 막창과 야채곱창을 중심으로 곱창·막창 메뉴가 맛있다는 평이 많고, 잡내가 적고 질기지 않다는 언급도 반복됩니다. 사장님과 직원이 친절하다는 리뷰가 많으며, 재방문 고객과 성대 근처에서 곱창·막창이 생각날 때 찾는다는 의견이 많습니다.",데리야끼 막창 | 야채곱창 | 핵마늘 막창 | 불막창 | 슈프림 막창 | 소금구이 막창 | 양념막창 | 치즈야채곱창 | 볶음밥 | 주먹밥 | 홍라면,"학교 앞에 있어 자주 방문하기 좋고, 회식이나 데이트로 방문했다는 리뷰가 있습니다. 노포감성의 아늑한 분위기와 분위기가 좋다는 언급이 있으며, 늘 사람으로 가득 차 있다는 평도 있습니다.",,,33.55,True
kakao_1755188559,"일본식 카레와 스프카레가 맛있다는 평가가 많고, 재료가 신선하며 양이 많아 든든하다는 리뷰가 반복됩니다. 사장님이 친절하고 재방문 의사가 높으며, 일부 리뷰에서는 가격대가 조금 있다는 언급도 있습니다.",카레 | 스프카레 | 야끼카레 | 비프카레 | 삿포로 스프카레 | 돈까스 카레 | 에비스프카레,"매장이 예쁘고 깔끔하며 아늑하고 편안한 분위기라는 평가가 많습니다. 데이트와 혼밥에 좋고, 바테이블·혼밥 좌석과 창가자리가 언급됩니다.",,"개학하면 자리가 없어서 일찍 가야 한다는 언급이 있고, 사람이 몰리면 주문이 늦어지기도 한다는 리뷰가 있습니다.",34.58,True
kakao_1317493018,"성균관대학교 정문 앞에 있는 치킨·치맥 맛집으로, 바삭한 치킨과 떡볶이, 똥집튀김, 치즈볼 등 사이드 메뉴에 대한 만족도가 높습니다. 사장님과 직원들이 친절하고 가격이 저렴하다는 언급이 있으며, 친구 모임·회식·단체 방문이나 맥주 한잔하기 좋다는 재방문 리뷰가 많습니다.",치킨 | 떡볶이 | 똥집튀김 | 치즈볼 | 후라이드 | 순살후라이드 | 프라이드 콤보 | 닭강정 | 반반치킨 | 한마리통닭 | 닭발 | 맥주 | 생맥,"2층 홀이 넓고 깨끗하며 창가에서 큰 길가가 보이고, 치맥이나 친구 모임·회식·단체모임에 좋다는 리뷰가 많습니다. 깔끔한 인테리어와 대화하기 편한 분위기라는 평가가 있으며, 대학교 앞이라 조금 시끄럽지만 젊은 분위기가 느껴진다는 언급도 있습니다.",,,36.62,True
kakao_9453749,"치킨이 전반적으로 맛있다는 평가가 많고, 후라이드는 깔끔하고 담백하며 양이 많다는 언급이 있습니다. 떡볶이도 맛있고 사장님이 친절하며, 배달이 빠르다는 리뷰도 있습니다.",후라이드 | 치킨 | 떡볶이,혼술이나 간단한 친목 모임으로 이용하기 좋다는 언급이 있습니다.,,,25.33,True
kakao_435113124,"성균관대·혜화 근처에서 고기 맛과 가성비가 좋다는 평가가 많은 고깃집으로, 삼겹살·목살·양념목살·막창·껍데기와 사이드 메뉴까지 만족도가 높습니다. 사장님과 직원이 친절하고 양이 푸짐해 재방문, 회식, 술자리로 찾는 단골 리뷰가 많습니다.",삼겹살 | 목살 | 양념목살 | 숙성통목살 | 돼지막창 | 돼지껍데기 | 순두부열라면 | 계란찜 | 된장찌개,"매장이 넓고 깔끔하며, 통창을 열면 야장 느낌과 공원 뷰가 있어 날 좋은 날 분위기가 좋다는 언급이 있습니다. 여러 명 회식, 친구들과 가벼운 술자리, 연인 방문에도 좋다는 리뷰가 있습니다.",,7시쯤 방문하면 자리가 꽉 차 있으니 미리 가라는 언급이 있습니다.,32.38,True
kakao_21232703,"오래된 단골이 많고 안주와 술이 맛있다는 평가가 많은 대학로 술집입니다. 사장님이 친절하다는 리뷰가 있으며, 생맥주와 볶음라면, 냉골뱅이, 치즈매콤계란말이 등이 언급됩니다.",냉골뱅이 | 치즈매콤계란말이 | 생맥 | 볶음라면,"오래된 감성과 집시스러운 분위기가 있는 공간으로, 기타와 피아노가 놓여 있고 누구나 연주 가능하다는 언급이 있습니다. 가끔 음악 공연을 볼 수 있으며 데이트로 방문하는 사람들도 있다고 합니다.",,,44.82,True
kakao_1124953697,"성대·혜화 근처에서 부대찌개를 맛있고 푸짐하게 먹을 수 있는 가성비 좋은 식당으로, 밥·음료·감자튀김/해시브라운 무한리필을 장점으로 꼽는 리뷰가 많습니다. 사장님과 직원이 친절하다는 언급이 많고, 친구·동료와의 식사나 혼밥, 학생들이 부담 없이 방문하기 좋으며 재방문 리뷰도 자주 보입니다.",부대찌개 | 오리지날 부대찌개 | 로제 부대찌개 | 당면사리 | 라면사리 | 감자튀김 | 해시브라운,"매장이 넓고 편하게 식사하기 좋으며, 친구·동료와 부담 없이 오기 좋고 혼밥하기에도 좋다는 언급이 있습니다.",,,40.94,True
kakao_1152401909,"성대 앞 간짜장으로 많이 언급되는 중식당으로, 계란후라이가 올라간 간짜장과 마늘탕수육에 대한 호평이 많고 양과 가성비, 셀프 밥·계란국 제공이 장점으로 자주 언급됩니다. 사장님이 친절하다는 리뷰가 많으며 재방문 의사를 보이는 손님도 많지만, 일부 메뉴나 면 식감에 대해서는 취향 차이가 있었습니다.",간짜장 | 마늘탕수육 | 차돌짬뽕 | 군만두 | 짜장면,"성균관대 앞이라 학생 손님이 많고, 혼밥하는 손님도 많다는 언급이 있습니다.",,"점심시간에는 줄을 서거나 만석인 경우가 있으며, 한 리뷰에서는 10~15분 대기 후 착석했다고 언급했습니다.",43.34,True
kakao_399184950,"타코야끼를 중심으로 가라아게, 고로케, 불닭볶음면 조합을 함께 즐길 수 있는 곳으로, 네기 타코야끼와 다양한 소스, 저렴한 가격과 가성비를 좋게 평가한 리뷰가 많습니다. 대체로 맛있고 재방문 의사가 있다는 반응이 많지만, 일부 리뷰에서는 조리 편차와 느린 제공 속도, 협소한 공간에 대한 아쉬움도 언급되었습니다.",타코야끼 | 네기 타코야끼 | 에그마요 타코야끼 | 가라아게 | 고로케 | 치즈불닭볶음면 | 콘치즈불닭볶음면 | 술술세트,"혜화에서 간단히 맥주 한 잔 하거나 2차로 들리기 좋고, 혼술이나 혼자 간단히 한 끼 하기에도 좋다는 리뷰가 있습니다. 공간은 협소하다는 언급이 있습니다.",,"일부 리뷰에서 타코야끼가 나오기까지 오래 기다렸고 제공 속도가 느리다는 언급이 있으며, 축제 때는 20분 넘게 기다렸다는 리뷰가 있습니다.",43.03,True
kakao_21330977,"더도어스는 LP 음악을 들으며 맥주 한잔하기 좋은 동네 술집으로, 신청곡을 틀어주고 사장님이 친절하다는 리뷰가 있습니다. 공간이 매우 협소하고 좌석이 적으며, 일부 리뷰에서는 주문한 안주와 술이 없었던 점과 방역·환기 문제를 아쉬워했습니다.",맥주,음악 듣기 좋고 주황빛 조명과 LP바 감성이 있는 아늑한 분위기입니다. 데이트나 친구와 한잔하기 좋지만 공간이 좁고 대화 소리에 음악이 묻힐 수 있다는 언급이 있습니다.,,,34.13,True
kakao_167602513,"성균관대 정문 근처의 양식집으로 파스타, 피자, 리조또, 라자냐 등이 전반적으로 맛있고 양이 푸짐하다는 평가가 많습니다. 아늑하고 예쁜 분위기와 친절한 서비스, 합리적인 가격대가 언급되며 데이트나 친구와의 식사 장소로 재방문 의사가 높습니다.",라자냐 | 치킨크림리조또 | 삼겹살로제파스타 | 루꼴라피자 | 바스크오일파스타 | 소고기바질크림파스타 | 봉골레 가리비 오일파스타 | 살치살 수비드 스테이크 | 매콤 우삼겹 로제파스타 | 애플 고르곤졸라 피자 | 우삼겹 바질 파스타 | 깔조네피자 | 버섯파스타 | 새우 투움바 파스타 | 크림 리조또,"인테리어가 예쁘고 아늑하며 가정집 같은 편안한 분위기라는 리뷰가 많습니다. 매장은 비교적 아담하고 조용하게 대화하기 좋아 데이트, 친구와의 식사, 도란도란한 저녁 식사에 잘 어울린다고 언급됩니다.",,주말 12시에 한 자리가 있어 바로 앉았다는 언급과 매장이 계속 풀 예약인 것 같다는 언급이 있습니다.,33.27,True
kakao_24058331,"순대국과 소머리국밥, 김치볶음밥 등이 언급되며 국물과 고기 양, 저렴한 가격을 좋게 본 리뷰가 많습니다. 할머니·할아버지 사장님의 친절하고 정겨운 서비스, 식전 계란 제공 등이 인상적이라는 평가가 있습니다.",순대국 | 소머리국밥 | 김치볶음밥,"오래된 노포 느낌의 정겨운 분위기이며, 할머니집에 놀러온 것 같다는 언급이 있습니다.",,,47.63,True
kakao_16036704,"독특한 인테리어와 다양한 주류, 고양이가 있는 성대 앞 술집으로 사장님의 주류 추천과 친절함을 좋게 본 리뷰가 많습니다. 분위기와 음악을 즐기며 한잔하기 좋다는 평이 많지만, 가격이 비싸게 느껴졌거나 매장 청결과 추천 방식에 아쉬움을 느낀 리뷰도 있습니다.",맥주 | 하이볼 | 안주 | 음료,"작고 아늑한 공간에 빈티지·레트로·이국적인 감성이 있으며, 독특한 인테리어와 음악이 인상적인 분위기입니다. 고양이가 있어 힐링된다는 평이 많고, 소수 인원이 분위기 있게 술 마시거나 대화하기 좋다는 의견이 있습니다.",,,40.04,True
kakao_9968170,"성균관대 주변의 오래된 동네 중국집으로, 간짜장과 짜장면, 짬뽕에 대한 호평이 많고 양이 많다는 의견도 있습니다. 다만 가격 인상에 대한 아쉬움과 서빙 불친절을 지적한 리뷰가 있으며, 배달은 오래 걸린다는 평가가 반복됩니다.",간짜장 | 짜장면 | 짬뽕 | 불타는 짬뽕 | 탕수육 | 쟁반짜장 | 삼선간짜장,"옛날 중국집 분위기이며, 점심에 빠르게 혼밥하기 좋다는 리뷰가 있습니다.",,배달 주문 시 1시간 정도 걸리거나 도착까지 시간이 오래 걸린다는 리뷰가 여러 번 있습니다.,54.9,True
kakao_2142464681,"마라탕과 마라샹궈가 자주 언급되는 성대 주변 중식·마라 맛집으로, 진하고 칼칼한 마라맛과 다양한 재료·중국 요리 메뉴를 좋게 평가한 리뷰가 많습니다. 꿔바로우, 양꼬치 등도 호평이 있으며 단골·재방문 리뷰가 많지만 일부 리뷰에서는 짠맛, 맛 변화, 위생과 서비스에 대한 아쉬움도 언급됐습니다.",마라탕 | 마라샹궈 | 꿔바로우 | 양꼬치 | 충칭닭볶음 | 에그누들,"모임장소로 추천한다는 리뷰와 중국에 여행 온 기분, 로컬한 중식당 느낌이라는 언급이 있습니다. 주말 저녁에도 손님이 많지 않아 쾌적했다는 리뷰가 있습니다.",,,48.24,True
kakao_18889918,"성대·혜화 근처의 칵테일바로, 다양한 칵테일과 술, 맛있는 안주, 좋은 가성비를 언급한 리뷰가 많습니다. 사장님과 직원의 친절함, 재방문·단골 방문 후기가 많고 혼자 가볍게 한잔하거나 친구·연인과 방문하기 좋다는 평가가 있습니다.",칵테일 | 짜계치 | 마계치 | 라면 | 도랏멘 | 딸기맥주 | 볶음밥 | 감튀 | 오비맥주 | 듀체스 맥주,"알록달록하면서 은은한 조명, 아늑하고 조용한 분위기, 을지로 느낌의 숨은 아지트 같은 감성이 언급됩니다. 재즈·감성적인 음악과 좋은 선곡, 편하게 대화하기 좋은 분위기로 혼술, 친구 모임, 연인 방문에 좋다는 후기가 많습니다.",,,37.6,True
kakao_1700062133,"보쌈과 족발, 대패 덮밥 등 고기 메뉴가 맛있고 가성비가 좋다는 평가가 많으며, 1인 보쌈처럼 혼자 먹기 편한 구성과 적당한 양을 장점으로 꼽는 리뷰가 많습니다. 매장이 깔끔하고 음식이 빨리 나오며 사장님이 친절하다는 의견이 있지만, 일부 리뷰에서는 잡내나 양, 조리 응대에 대한 아쉬움도 언급되었습니다.",족발 | 보쌈 | 대패 덮밥 | 1인 보쌈 | 마늘보쌈 | 삼겹살,"매장이 깔끔하고 조용하다는 의견이 있으며, 혼밥하기 좋고 가볍게 한 끼 먹기 좋은 분위기로 언급됩니다. 단체 이용 시 일렬로 먹는다는 리뷰도 있습니다.",,,41.81,True
kakao_13559293,"다른 지점보다 맛있고 깔끔하다는 평가가 많으며, 사장님이 친절하고 포장이나 네이버 주문·전화 주문 후 픽업이 편하다는 리뷰가 많습니다. 가격이 저렴하고 음식이 빨리 나와 등하교길이나 출퇴근길에 간단히 먹기 좋다는 의견이 있습니다.",프렌치 크림 브리오슈 | 칠리새우 | 콘치즈 | 기본햄치즈 | 햄치즈 포테 | 햄스페셜,다른 지점보다 깔끔한 느낌이라는 리뷰가 있습니다.,,"네이버 주문을 하고 가면 별로 기다리지 않아도 된다는 리뷰가 있으며, 바쁜 시간에는 늦어질 경우 미리 안내해준다는 언급이 있습니다.",38.72,True
kakao_17652954,"들깨가 들어간 자극적이지 않고 깔끔한 국물의 감자탕·뼈해장국이 주로 호평받으며, 고기가 부드럽고 가격이 저렴해 성대 인근 가성비 식사 장소로 언급됩니다. 다만 매장이 좁고 허름하거나 청결이 아쉽다는 의견과 서비스·맛에 대한 일부 불만도 있습니다.",감자탕 | 뼈다귀해장국 | 볶음밥 | 김치짜글이,"골목 외진 곳의 좁고 낡은 노포 느낌이며, 대학가 가성비 식당 분위기입니다. 식사 손님이 많고 혼밥하기 좋다는 언급이 있습니다.",,"항상 사람이 많은 편이고 자리가 만석이라 못 갔다는 리뷰가 있으며, 점심·저녁 시간보다 조금 이르게 가거나 식사시간을 지나 방문하면 바로 입장했다는 언급이 있습니다.",41.03,True
kakao_223498484,"성균관대·혜화 근처에서 전과 막걸리, 다양한 안주를 즐기기 좋은 전집으로, 전이 크고 겉바속촉하며 양이 많다는 평가가 많습니다. 사장님과 직원들이 친절하다는 리뷰와 재방문 의사가 많고, 비 오는 날이나 친구들과 술자리로 찾기 좋다는 의견이 있습니다.",파전 | 호박전 | 떡볶이 | 치즈감자채전 | 치즈품은김치전 | 기름떡볶이 | 치즈감자전 | 번데기탕 | 녹두전 | 육전 | 순두부 김치찌개 | 골뱅이 | 옛날 팥빙수 | 새우깔린 부추전 | 녹두빈대떡 | 김치찌개 | 모듬전 | 제육볶음 | 단체전 | 쫄면골뱅이,"따뜻하고 정감 있는 분위기와 노포감성, 7080 음악이 언급되며 막걸리 한잔하기 좋은 술집 분위기입니다. 친구들과 즐기기 좋고 야장 자리도 있다는 리뷰가 있습니다.",,,28.91,True
kakao_883727943,"성균관대와 가까운 쭈꾸미·쭈삼 맛집으로, 적당히 매콤하고 맛있다는 평가와 친절한 서비스 언급이 많습니다. 가성비가 좋고 볶음밥, 계란찜, 치즈 서비스 등에 대한 만족이 있지만 일부 리뷰에서는 양이 적다는 아쉬움도 있습니다.",쭈꾸미 | 쭈삼 | 쭈꾸미삼겹살 | 계란찜 | 볶음밥 | 묵사발 | 라면사리 | 커플세트 | 쭈삼 세트,"친구들과 방문하거나 소규모 단체모임, 소주 안주로 이용하기 좋다는 언급이 있습니다. 매장이 시원하다는 리뷰도 있습니다.",,,25.86,True
kakao_1859806025,"신전떡볶이 특유의 매콤한 떡볶이와 로제, 치즈떡볶이 등이 맛있다는 평가가 많고 치즈 양이나 1인분 양이 많다는 의견도 있습니다. 다만 매장이 좁아 포장·배달 위주로 이용하기 좋다는 의견과 함께 청결, 일부 응대, 주문 지연에 대한 아쉬움도 언급됩니다.",로제마라떡볶이 | 떡볶이 | 순대범벅 | 만두튀김 | 오튀 | 닭껍튀 | 신전로제 | 로제떡볶이 | 매운김밥 | 치즈떡볶이 | 순대,"리모델링 후 초록색 인테리어로 바뀌었고, 매장이 좁으며 테이블이 3개 정도라 포장이나 배달 위주로 이용하기 좋다는 언급이 있습니다. 에어컨이 잘 나와 시원하고, 매장이 깨끗해졌다는 의견과 청결이 아쉽다는 의견이 함께 있습니다.",,포장주문 후 대기했다가 받았다는 언급과 주문이 많아 조리가 조금 늦다는 언급이 있습니다.,46.64,True
kakao_9029832,"성균관대 인근에서 오래 찾는 쭈꾸미 맛집으로, 쭈꾸미가 야들야들하고 매콤달달한 양념과 볶음밥 마무리가 좋다는 평가가 많습니다. 사장님과 직원의 친절함, 밑반찬 리필, 맵기 조절, 단체 모임이나 술자리로도 좋다는 언급이 있으며 일부는 양이 적어 가격이 살짝 비싸게 느껴진다고 했습니다.",쭈꾸미 | 눈꽃치즈볶음밥 | 치즈밥 | 볶음밥 | 라면사리 | 쭈삼 정식 | 쭈삼,"정겹고 추억이 있는 분위기라는 언급이 있으며, 친구와 술자리나 단체 모임으로 이용하기 좋다는 리뷰가 있습니다.",,본관과 별관으로 나뉘어 있어 별관 쪽으로 안내받아 대기 없이 바로 입장했다는 리뷰가 있습니다.,43.12,True
kakao_131183348,"마라탕과 토마토탕, 마라샹궈가 맛있다는 평가가 많고 재료가 다양하고 신선하며 매장이 깨끗하다는 리뷰가 반복됩니다. 직원과 사장님이 친절하고 가성비가 좋다는 의견, 재방문 및 단골 방문 의사가 많이 언급됩니다.",마라탕 | 토마토탕 | 마라샹궈 | 꿔바로우 | 마라반,"매장이 깔끔하고 청결하며, 중국 현지 분위기나 현지 바이브가 느껴진다는 리뷰가 있습니다. 혼밥하기 좋고 단체 방문에도 괜찮을 것 같다는 언급이 있습니다.",,,35.02,True
kakao_1283367577,"퍼센트는 화산닭발과 곱도리탕을 중심으로 닭발, 계란탕, 바삭전 등 안주 메뉴가 맛있다는 평가가 많고, 사장님과 직원이 친절하다는 리뷰가 반복됩니다. 양이 푸짐하고 가성비가 좋다는 의견과 재방문 의사가 많으며, 술자리나 데이트, 모임 장소로 방문하기 좋다는 반응이 있습니다.",화산닭발 | 곱도리탕 | 국물닭발 | 계란탕 | 바삭전 | 날치알 주먹밥 | 짜계치 | 감자전 | 치킨 가라아게,"매장이 넓고 깔끔하며 분위기가 좋다는 평가가 많고, 데이트나 친구들과의 소모임, 저녁 모임, 술자리로 좋다는 리뷰가 있습니다. 조용하고 쾌적하다는 언급과 힙한 인테리어, 사진이 잘 나오는 밝은 조명에 대한 언급도 있습니다.",,,41.32,True
kakao_19976659,"부대찌개와 부대볶음이 특히 맛있고 양이 푸짐하다는 평가가 많으며, 밥 리필·라면사리·가성비에 대한 만족도도 높습니다. 사장님이 친절하다는 리뷰가 반복적으로 보이고 재방문 의사가 많지만, 일부 위생 관련 아쉬움도 언급되었습니다.",부대찌개 | 부대볶음 | 계란말이 | 계란찜 | 김치전 | 부추전,"편안하고 정겨운 분위기라는 언급이 있으며, 단체 방문이나 회식, 술자리로 이용하기 좋다는 리뷰가 있습니다.",,,38.46,True
kakao_11817216,"성균관대 앞에 있는 포장 전문 피자집으로, 저렴하고 무난하게 맛있어 가성비가 좋다는 평가가 많습니다. 고구마피자, 콤비네이션, 페퍼로니 등이 언급되며 재방문·포장 이용이 많지만, 식사 공간이 없고 일부 서비스나 품질에 대한 아쉬움도 있습니다.",고구마피자 | 콤비네이션 피자 | 페퍼로니 피자 | 스파게티,"포장 전문 매장으로 따로 식사 자리는 없으며, 먹을 공간이 없다는 언급이 있습니다.",,"2판 주문에 약 15분 정도 걸렸다는 리뷰와 10분이면 피자가 나온다는 언급이 있으며, 기다리는 사람이 많고 인기 있는 곳이라는 리뷰가 있습니다.",51.58,True
